Patient_ID,Online_Follower,LinkedIn_Shared,Twitter_Shared,Facebook_Shared,First_Interaction
507513,0,0,0,0,06-Jul-03
496756,0,0,0,0,06-Jul-03
508524,0,0,0,0,06-Jul-03
485986,0,0,0,0,06-Jul-03
511426,0,0,0,0,06-Jul-03
513486,0,0,0,0,06-Jul-03
491919,0,0,0,0,06-Jul-03
492725,0,0,0,0,06-Jul-03
490661,0,0,0,0,06-Jul-03
525188,0,0,0,0,06-Jul-03
509383,0,0,0,0,06-Jul-03
503149,0,0,0,0,06-Jul-03
509868,0,1,1,1,06-Jul-03
508339,0,0,0,0,06-Jul-03
490088,0,0,0,0,06-Jul-03
513698,0,0,0,0,06-Jul-03
510214,0,0,0,0,06-Jul-03
492959,0,0,0,0,06-Jul-03
489949,0,0,0,0,06-Jul-03
527305,0,0,0,0,04-Jul-03
510666,0,0,0,0,04-Jul-03
504037,0,0,0,0,08-Feb-03
519665,0,0,0,0,06-Jul-03
511505,0,0,0,0,06-Jul-03
522648,0,0,0,0,06-Jul-03
506594,0,0,0,0,06-Jul-03
503555,0,0,0,0,06-Jul-03
524007,0,0,0,0,06-Jul-03
503599,0,0,0,0,06-Jul-03
491173,0,0,0,0,06-Jul-03
489679,0,0,0,0,06-Jul-03
510677,0,0,0,0,05-Jul-03
528166,0,0,0,1,06-Mar-03
492285,1,1,0,0,05-Jul-03
487296,0,0,0,0,05-Jul-03
526883,0,0,0,0,05-Jul-03
504121,0,0,0,0,05-Jul-03
487282,0,0,0,0,05-Jul-03
495471,0,0,0,0,04-Jul-03
498484,0,0,0,0,04-Jul-03
491977,0,0,0,0,04-Jul-03
508359,0,0,0,0,04-Jul-03
526789,0,0,0,0,04-Jul-03
524057,1,1,0,1,04-Jul-03
495465,0,0,0,0,04-Jul-03
524965,0,1,0,1,04-Jul-03
514737,0,0,0,0,04-Jul-03
493149,0,0,0,0,04-Jul-03
497369,0,0,0,0,04-Jul-03
490400,0,0,0,0,01-Jul-03
502372,0,0,0,0,04-Jul-03
517029,0,0,0,0,04-Jul-03
486306,0,0,0,0,08-Feb-03
516264,0,0,0,0,04-Jul-03
508475,0,0,0,0,04-Jul-03
502823,0,0,0,0,08-Feb-03
509776,0,0,0,0,04-Jul-03
502652,0,0,0,0,04-Jul-03
503959,0,0,0,0,04-Jul-03
492027,0,0,0,0,04-Jul-03
524094,0,0,0,0,04-Jul-03
510668,0,0,0,0,04-Jul-03
498267,0,0,0,0,04-Jul-03
496722,0,1,0,0,21-Jun-03
513151,0,0,0,0,04-Jul-03
520196,0,0,0,0,04-Jul-03
503035,0,0,0,0,04-Jul-03
515349,0,0,0,0,04-Jul-03
493547,0,0,0,0,04-Jul-03
525462,0,0,0,0,04-Jul-03
507859,0,0,0,0,04-Jul-03
525036,0,0,0,0,04-Jul-03
505145,0,0,0,0,04-Jul-03
519193,0,0,0,0,04-Jul-03
520400,0,1,0,0,04-Jul-03
493026,0,0,0,0,04-Jul-03
519305,0,0,0,0,04-Jul-03
513640,0,1,0,0,04-Jul-03
527461,0,0,0,0,04-Jul-03
502021,0,0,0,0,04-Jul-03
491905,1,0,0,0,04-Jul-03
493299,0,0,0,0,04-Jul-03
521330,0,0,0,0,08-Feb-03
508753,0,0,0,0,04-Jul-03
486932,1,0,1,0,04-Jul-03
519946,1,1,1,1,03-Jul-03
502602,1,1,0,1,04-Jul-03
502142,0,0,0,0,30-Jun-03
519186,0,0,0,0,15-May-03
515326,0,0,0,0,03-Jul-03
492204,0,0,0,0,03-Jul-03
505825,0,0,0,0,03-Jul-03
513772,0,0,0,0,03-Jul-03
502785,0,0,0,0,03-Jul-03
521555,0,0,0,0,03-Jul-03
526292,0,0,0,0,03-Jul-03
517184,0,0,0,0,03-Jul-03
512299,0,0,0,0,03-Jul-03
505868,0,0,0,0,08-Feb-03
511722,0,0,0,0,04-Jun-03
517475,0,0,0,0,26-Mar-03
503972,0,0,0,0,05-Dec-02
493108,0,0,0,0,03-Jul-03
515678,0,0,0,0,03-Jul-03
497463,0,0,0,0,03-Jul-03
504420,0,0,0,0,03-Jul-03
486417,0,0,0,0,02-Jul-03
513867,0,0,0,0,02-Jul-03
526074,0,0,0,0,02-Jul-03
515796,0,0,0,0,02-Jul-03
509909,0,0,0,0,26-Jun-03
494083,0,0,0,0,02-Jul-03
501613,0,0,0,0,02-Jul-03
524796,0,0,0,0,02-Jul-03
517198,0,0,0,0,02-Jul-03
486722,0,0,0,0,02-Jul-03
515389,0,0,0,0,02-Jul-03
522102,0,0,0,0,08-Feb-03
517375,0,0,0,0,21-Apr-03
498210,0,0,0,0,01-Jul-03
521463,0,0,0,0,01-Jul-03
496382,0,0,0,0,30-Jun-03
494477,0,0,0,0,09-Apr-03
499407,0,0,0,0,30-Jun-03
509065,0,0,0,0,29-Jun-03
511630,0,0,0,0,29-Jun-03
486530,0,0,0,0,29-Jun-03
519510,0,0,0,0,29-Jun-03
507941,1,1,1,1,28-Jun-03
506941,0,0,0,0,28-Jun-03
523310,0,0,0,0,28-Jun-03
528310,0,0,0,0,08-Feb-03
491267,0,0,0,0,27-Jun-03
521656,0,0,0,0,26-Jun-03
489073,0,0,0,0,08-Feb-03
503203,0,0,0,0,27-Jun-03
520515,0,0,0,0,27-Jun-03
509118,0,0,0,0,27-Jun-03
485715,0,0,0,0,27-Jun-03
526726,0,0,0,0,08-Feb-03
515839,0,0,0,0,03-Apr-03
489078,1,1,1,0,08-Feb-03
517085,0,0,0,0,26-Jun-03
517242,0,0,0,0,05-Jun-03
491157,0,0,0,0,26-Mar-03
512173,0,0,0,0,26-Jun-03
510338,0,0,0,0,26-Jun-03
502527,0,0,0,0,26-Jun-03
509767,0,0,0,0,26-Jun-03
492463,0,0,0,0,26-Jun-03
506005,0,0,0,0,05-Jun-03
524447,0,0,0,0,26-Jun-03
500775,0,0,0,0,26-Jun-03
487663,0,1,0,0,26-Jun-03
486867,0,1,0,0,26-Jun-03
514022,0,0,0,0,26-Jun-03
525773,0,0,0,0,26-Jun-03
521161,0,0,0,0,26-Jun-03
492762,0,0,0,0,26-Jun-03
492872,0,1,0,1,26-Jun-03
501425,0,1,0,1,26-Jun-03
526219,0,0,0,0,19-Jun-03
515690,0,0,0,0,26-Jun-03
523673,0,0,0,0,25-Jun-03
505598,0,0,0,0,24-Jun-03
513226,0,0,0,0,24-Jun-03
509110,0,0,0,0,24-Jun-03
491698,0,0,0,0,23-Jun-03
490280,0,0,0,0,23-Jun-03
513471,0,0,0,0,18-Jun-03
491487,0,0,0,0,21-Jun-03
508288,0,0,0,0,22-Jun-03
520830,0,0,0,0,17-May-03
506893,0,0,0,0,21-Jun-03
487326,0,0,0,0,21-Jun-03
486131,0,0,0,0,18-Jun-03
498321,0,0,0,0,20-Jun-03
487790,0,0,0,0,19-Jun-03
499586,0,0,0,0,19-Jun-03
504227,0,0,0,0,19-Jun-03
490592,0,0,0,0,19-Jun-03
492843,0,0,0,0,18-Jun-03
523115,1,0,0,0,18-Jun-03
497622,0,0,0,0,06-Mar-03
493366,0,0,0,0,18-Jun-03
505523,0,0,0,0,17-Jun-03
493387,0,0,0,0,17-Jun-03
511221,0,0,0,0,17-Jun-03
505954,0,0,0,0,17-Jun-03
523548,0,0,0,0,16-Jun-03
487879,0,0,0,0,08-Feb-03
503667,0,0,0,0,15-Jun-03
513550,0,0,0,0,14-Jun-03
522019,0,0,0,0,14-Jun-03
497102,0,0,0,0,13-Jun-03
517245,0,0,0,0,10-Jun-03
521934,0,0,0,0,08-Feb-03
511831,0,0,0,0,11-Jun-03
526730,0,0,0,0,10-Jun-03
486349,0,0,0,0,10-Jun-03
491884,1,1,1,1,10-Jun-03
495320,0,0,0,0,08-Feb-03
508486,0,0,0,0,08-Jun-03
527269,0,0,0,0,08-Jun-03
528515,0,0,0,0,05-May-03
522850,0,0,0,0,06-Mar-03
516876,0,0,0,0,08-Jun-03
522302,0,1,0,1,08-Jun-03
490200,0,0,0,0,08-Jun-03
490475,0,0,0,0,08-Jun-03
515490,0,0,0,0,08-Jun-03
499018,0,0,0,0,01-May-03
525553,0,0,0,0,08-Jun-03
507770,0,0,0,0,07-Jun-03
524213,0,0,0,0,07-Jun-03
489085,0,0,0,0,07-Jun-03
492990,1,0,0,0,08-Feb-03
496464,0,0,0,0,07-Jun-03
526717,1,1,0,0,04-Jun-03
490301,0,0,0,0,07-Jun-03
507762,0,0,0,0,07-Jun-03
523572,1,0,1,0,07-Jun-03
515556,0,0,0,0,07-Jun-03
505389,0,0,0,0,08-Feb-03
497202,0,0,0,0,07-Jun-03
517144,0,0,0,0,06-Jun-03
495375,0,0,0,0,07-Jun-03
486785,0,1,0,0,07-Jun-03
517187,0,0,0,0,07-Jun-03
492677,0,1,0,0,08-Feb-03
501953,0,0,0,0,07-Jun-03
498165,0,0,0,0,07-Jun-03
518404,0,0,0,0,07-Jun-03
497148,0,0,0,0,07-Jun-03
514324,0,0,0,0,07-Jun-03
509943,0,0,0,0,06-Jun-03
490859,0,0,0,0,07-Jun-03
503422,0,0,0,0,07-Jun-03
501091,0,0,0,0,07-Jun-03
504585,0,0,0,0,07-Jun-03
497316,0,0,0,0,07-Jun-03
518544,0,0,0,0,07-Jun-03
505560,0,0,0,0,03-Jun-03
509279,0,0,0,0,07-Jun-03
505117,1,1,0,0,07-Jun-03
514628,0,0,0,0,04-Jun-03
502022,0,0,0,0,07-Jun-03
499058,0,1,0,1,07-Jun-03
492528,0,0,0,0,07-Jun-03
498935,0,0,0,0,07-Jun-03
500418,0,0,0,0,05-May-03
525774,0,0,0,0,07-Jun-03
489859,0,0,0,0,04-Jun-03
524736,0,0,0,0,06-Jun-03
501722,0,0,0,0,04-Jun-03
488452,0,0,0,0,05-Jun-03
488886,0,0,0,0,22-Mar-03
507692,0,0,0,0,05-Jun-03
490798,0,0,0,0,03-Jun-03
492083,0,0,0,0,04-Jun-03
512978,0,0,0,0,04-Jun-03
516382,0,0,0,0,04-Jun-03
519486,0,0,0,0,04-Jun-03
504482,0,0,0,0,04-Jun-03
524105,0,0,0,0,06-May-03
503528,0,0,0,0,04-Jun-03
525964,0,0,0,0,04-Jun-03
490442,0,0,0,0,04-Jun-03
500576,0,0,0,0,04-Jun-03
485946,0,0,0,0,04-Jun-03
511490,1,1,1,0,08-Feb-03
499337,0,0,0,0,04-Jun-03
492080,0,0,0,0,04-Jun-03
503192,0,0,0,0,04-Jun-03
507398,0,0,0,0,04-Jun-03
515155,0,0,0,0,07-May-03
488582,0,1,0,0,04-Jun-03
517644,0,0,0,0,08-Feb-03
519660,0,0,0,0,04-Jun-03
488399,0,1,0,0,04-Jun-03
511150,0,0,0,0,15-May-03
501907,0,0,0,0,04-Jun-03
528595,1,1,1,1,04-Jun-03
524175,0,0,0,0,03-Jun-03
527662,0,0,0,0,03-Jun-03
505012,0,0,0,0,03-Jun-03
488602,0,0,0,0,26-Apr-03
491580,0,0,0,0,03-Jun-03
512696,0,0,0,0,03-Jun-03
518240,0,0,0,0,02-Jun-03
521207,0,0,0,0,02-Jun-03
497309,0,0,0,0,01-Jun-03
508068,0,1,0,0,01-Jun-03
500571,0,0,0,0,01-Jun-03
527989,0,0,0,0,31-May-03
492281,0,0,0,0,31-May-03
502763,1,1,1,0,30-May-03
503293,0,0,0,0,30-May-03
509746,0,0,0,0,30-May-03
503227,0,0,0,0,30-May-03
492915,0,0,0,0,29-May-03
495377,0,0,0,0,29-May-03
525277,0,0,0,0,30-May-03
511240,0,0,0,0,29-May-03
506754,0,0,0,0,29-May-03
521800,0,0,0,0,29-May-03
491734,0,0,0,0,29-May-03
506647,0,0,0,0,29-May-03
504671,0,0,0,0,29-May-03
526305,0,0,0,0,29-May-03
504807,0,0,0,0,28-May-03
501133,0,0,0,0,27-May-03
520713,0,0,0,0,27-May-03
504508,0,0,0,0,24-May-03
528077,0,0,0,0,26-May-03
510543,0,0,0,0,26-May-03
493628,0,0,0,0,11-Jul-03
513427,0,0,0,0,06-Nov-02
502645,1,1,1,0,23-May-03
507898,0,0,0,0,24-May-03
516633,0,0,0,0,23-May-03
526736,0,0,0,0,23-May-03
507325,0,0,0,0,06-Mar-03
503898,0,0,0,0,08-Feb-03
519683,0,0,0,0,23-May-03
491117,0,0,0,0,22-May-03
510720,0,0,0,0,08-Feb-03
507903,0,0,0,0,21-May-03
510913,0,0,0,0,06-Mar-03
510326,0,0,0,0,20-May-03
524870,0,0,0,0,08-Feb-03
497816,0,0,0,0,20-May-03
507876,0,0,0,0,19-May-03
497633,0,0,0,1,13-May-03
505264,0,0,0,0,17-May-03
500120,0,0,0,0,19-Oct-03
503625,0,0,0,0,16-May-03
487104,0,0,0,0,16-May-03
491256,0,0,0,0,16-May-03
485957,0,0,0,0,16-May-03
509645,0,0,1,0,16-May-03
504490,0,0,0,0,15-May-03
504414,0,0,0,0,15-May-03
495948,0,0,0,0,08-Feb-03
504117,0,0,0,0,14-May-03
495472,0,0,0,0,13-May-03
520650,0,0,0,0,12-May-03
523093,0,0,0,0,08-Feb-03
524311,0,0,0,0,12-May-03
487517,0,0,0,0,20-Dec-02
521393,0,0,0,0,11-May-03
518978,0,0,0,0,01-May-03
515311,0,0,0,0,27-Apr-03
491475,0,0,0,0,31-Mar-03
497495,0,0,0,0,11-May-03
512116,0,0,0,0,11-May-03
510150,0,0,0,0,07-Jun-03
514670,0,0,0,0,11-May-03
509578,0,0,0,0,02-Apr-03
524353,1,0,0,0,11-May-03
505337,0,0,0,0,11-May-03
517881,0,0,0,0,11-May-03
519269,1,1,0,0,03-Apr-03
513532,0,0,0,0,11-May-03
502006,0,0,0,0,10-May-03
495059,1,1,0,0,10-May-03
509926,0,0,0,0,10-May-03
488767,0,0,0,0,10-May-03
493515,0,0,0,0,10-May-03
500396,0,0,0,0,09-May-03
504830,0,0,0,0,10-May-03
490520,0,0,0,0,10-May-03
486387,0,0,0,0,10-May-03
516307,0,0,0,0,10-May-03
497730,0,0,0,0,10-May-03
519982,0,0,0,0,10-May-03
511368,0,0,0,0,10-May-03
498048,0,0,0,0,10-May-03
494254,1,1,0,0,10-May-03
527460,0,0,0,0,10-May-03
507156,0,0,0,0,09-May-03
515470,0,0,0,0,09-May-03
499355,0,0,0,0,09-Apr-03
488684,0,0,0,0,09-May-03
506287,0,1,0,0,09-May-03
519298,1,1,0,0,09-May-03
496343,0,0,0,0,09-May-03
526360,0,0,0,0,09-May-03
511991,0,0,0,0,08-Feb-03
492032,0,1,1,0,08-May-03
521727,0,0,0,0,18-Nov-02
501648,0,0,0,0,08-May-03
497438,0,0,0,0,08-May-03
501317,0,0,0,0,08-May-03
496551,1,1,0,1,06-May-03
495679,0,0,0,0,07-May-03
520675,0,1,0,0,06-Mar-03
509932,0,0,0,0,08-Feb-03
517846,0,0,0,0,07-May-03
521725,0,0,0,0,07-May-03
514523,0,0,0,0,07-May-03
523771,0,0,0,0,08-Feb-03
507152,0,0,0,0,06-May-03
494722,0,0,0,0,06-May-03
496074,0,0,0,0,06-May-03
516489,0,1,0,1,06-May-03
519854,0,0,0,0,06-May-03
521583,0,0,0,0,06-May-03
505422,0,0,0,0,06-May-03
510444,0,0,0,0,08-Feb-03
493030,0,0,0,0,06-May-03
512852,0,0,0,0,03-May-03
527049,0,0,0,0,05-May-03
515590,0,0,0,0,05-May-03
494748,0,0,0,0,05-May-03
495706,0,0,0,0,05-May-03
494293,0,0,0,0,05-May-03
512698,0,0,0,0,04-May-03
504477,0,0,0,0,04-May-03
488167,0,0,0,0,08-Feb-03
510732,0,0,0,0,08-Feb-03
494506,0,0,0,0,03-May-03
507040,0,0,0,0,08-Feb-03
486282,0,0,0,0,01-May-03
499687,0,0,0,0,08-Feb-03
526720,0,0,0,0,02-May-03
488066,0,0,0,0,01-May-03
511610,0,0,0,0,08-Feb-03
508647,0,1,0,0,08-Feb-03
518213,0,0,0,0,01-May-03
495329,0,0,0,0,01-May-03
505463,0,0,0,0,01-May-03
503396,0,0,0,0,30-Apr-03
504399,0,0,0,0,30-Apr-03
520629,0,0,0,0,30-Apr-03
526806,0,0,0,0,08-Feb-03
508890,0,0,0,0,30-Apr-03
524163,0,0,0,0,08-Feb-03
503906,0,0,0,0,29-Apr-03
521475,0,0,0,0,29-Apr-03
513002,0,0,0,0,29-Apr-03
515317,0,0,0,0,29-Apr-03
527919,0,0,0,0,06-Mar-03
512699,0,0,0,0,29-Apr-03
502704,0,0,0,0,29-Apr-03
527941,0,0,0,0,29-Apr-03
513520,0,0,0,0,29-Apr-03
502849,0,1,0,0,08-Feb-03
510961,0,1,1,0,06-Mar-03
488111,0,0,0,0,08-Feb-03
516543,0,0,0,0,29-Apr-03
500767,0,0,0,0,28-Apr-03
508405,0,0,0,0,20-Apr-03
523698,0,0,0,0,08-Feb-03
514110,0,0,0,0,28-Apr-03
520820,0,0,0,0,28-Apr-03
525714,0,0,0,0,28-Apr-03
498123,0,0,0,0,27-Apr-03
513086,1,0,0,0,27-Apr-03
513343,0,0,0,0,27-Apr-03
509179,0,0,0,0,27-Apr-03
527392,0,0,0,0,27-Apr-03
512182,0,0,0,0,27-Apr-03
523514,0,0,0,0,26-Apr-03
493084,0,1,0,0,26-Apr-03
498980,0,0,0,0,24-Apr-03
517738,0,1,1,0,05-Nov-02
522383,0,1,0,1,26-Apr-03
515545,0,0,0,0,26-Apr-03
492456,0,0,0,0,26-Apr-03
488521,0,0,0,0,09-Apr-03
511553,0,0,0,0,25-Apr-03
495693,0,0,0,0,06-Feb-03
493434,0,1,0,0,24-Apr-03
519925,0,0,0,0,21-Jan-03
517385,0,0,0,0,25-Apr-03
506316,0,0,0,0,25-Apr-03
493443,0,0,0,0,25-Apr-03
499348,0,0,0,0,24-Apr-03
527733,0,0,0,0,24-Apr-03
525669,1,1,0,1,24-Apr-03
505139,0,0,0,0,22-Apr-03
490633,0,0,0,0,24-Apr-03
511380,0,0,0,0,23-Apr-03
512138,0,0,0,0,23-Apr-03
517112,0,0,0,0,23-Apr-03
519394,0,0,0,0,23-Apr-03
518849,0,0,0,0,23-Apr-03
500746,0,1,0,1,08-Feb-03
511613,0,0,0,0,08-Feb-03
490668,0,0,0,0,23-Apr-03
525516,0,0,0,0,08-Feb-03
502322,0,0,0,0,23-Apr-03
511676,0,0,0,0,23-Apr-03
503895,0,0,0,0,08-Feb-03
490810,0,0,0,0,22-Apr-03
499538,0,0,0,0,08-Feb-03
500754,0,0,0,0,20-Apr-03
502343,0,0,0,0,08-Feb-03
487739,0,1,0,0,22-Apr-03
516582,0,0,0,0,22-Apr-03
495294,0,0,0,0,22-Apr-03
496298,0,0,0,0,22-Apr-03
500690,0,0,0,0,08-Feb-03
489108,0,0,0,0,22-Apr-03
518347,1,1,1,1,08-Feb-03
492155,0,0,0,0,08-Feb-03
500225,0,0,0,0,21-Apr-03
498893,0,0,0,0,21-Apr-03
507361,0,0,0,0,08-Feb-03
516500,0,0,0,0,20-Apr-03
488811,0,0,0,0,21-Apr-03
494253,0,0,0,0,08-Feb-03
501348,0,0,0,0,21-Apr-03
500940,0,0,0,0,21-Apr-03
508746,0,0,0,0,20-Apr-03
511944,0,0,0,0,21-Apr-03
502382,0,0,0,0,06-Mar-03
512475,0,0,0,0,08-Feb-03
515847,0,0,0,0,20-Apr-03
502581,0,0,0,0,20-Apr-03
528180,0,0,0,0,20-Apr-03
